begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
18:08.5,18:09.2,113,,,,Wife_H01_AW,Wife_H01_AW,对,Duì.,Yes.,hostess,antagonist in the past,+ve,judgement,invoke,affirmation,,,,,monoglossic,,
18:10.3,18:11.3,114,,I,S,Husband_H01_WH,Husband_H01_WH,现在也是啊,Xiànzài yěshì a,It's the same now,antagonist,self,+ve,judgement,invoke,affirmation,,,,,contract:proclaim,也是,啊
18:11.3,18:12.7,115,,I,S,Wife_H01_AW,Wife_H01_AW,你真会骗人,Nǐ zhēn huì piàn rén,You are indeed a liar ,antagonist,antagonist,-ve,judgement,inscribe,,,骗人,up:isolated,真,contract:proclaim,真,
18:12.7,18:13.9,115,,,,,Wife_H01_AW,你根本就没有,Nǐ gēnběn jiù méiyǒu.,You don't do it now at all.,antagonist,antagonist,-ve,judgement,invoke,denial,,没有,up:isolated,根本,contract:proclaim,根本,
18:13.9,18:16.5,115,,,,,Wife_H01_AW,在我家..我们现在的生活状态..,Zài wǒjiā.. wǒmen xiànzài de shēnghuó zhuàngtài..,In my home.. our current state of life is..,antagonist,,,,,,,,,,,,
18:16.5,18:19.2,115,,,,,Wife_H01_AW,他的朋友经常到我家来玩,tā de péngyǒu jīngcháng dào wǒjiā lái wán.,His friends often come to my home to play.,antagonist,,,,,,,,,,,,
18:19.2,18:20.5,115,,,,,Wife_H01_AW,都会说..,Dūhuì shuō..,They will say..,antagonist,,,,,,,,,,,,
18:20.5,18:22.2,115,,,,,Wife_H01_AW,你们就吃这些啊,nǐmen jiù chī zhèxiē a,Do you eat these,antagonist,antagonist,-ve,judgement,invoke,quotation:other,,说,,,monoglossic,,
18:23.1,18:24.1,116,O,,,Husband_H01_WH,Husband_H01_WH,唉唉呀,Āi āi ya,Oops,antagonist,,,,,,,,,,,,
18:24.1,18:25.4,117,O,I,S,Hostess_H01,Hostess_H01,你可以自己去买啊,Nǐ kěyǐ zìjǐ qù mǎi a,You can buy by yourself,wife,wife,-ve,judgement,invoke,evoke,,,,,,,
18:25.8,18:27.6,118,O,,,Husband_H01_WH,Husband_H01_WH,呵[呵呵],Hēhē hē.,Hehehe.,hostess,,,,,,,,,,,,
18:26.3,18:28.1,119,O,I,S,Wife_H01_AW,Wife_H01_AW,[是啊..]我是可以自己去买,Shì a.. wǒ shì kěyǐ zìjǐ qù mǎi.,Yes.. I can buy it by myself.,hostess,,,,,,,,,,,,
18:28.1,18:31.1,119,O,,,,Wife_H01_AW,但是我因为他以前太好[..太体贴了],Dànshì wǒ yīnwèi tā yǐqián tài hǎo.. tài tǐtiēle.,But I because he used to be too good and too considerate in the past.,hostess,antagonist in the past,+ve,judgement,inscribe,,,体贴,up:isolated,太……了,contract:disclaim,但是,
18:30.6,18:33.0,120,O,I,S,Hostess_H01,Hostess_H01,[你已经被他照顾习惯了..是吗],Nǐ yǐjīng bèi tā zhàogù xíguànle.. shì ma,You are used to being taken care of by him.. aren't' you,wife,wife,-ve,judgement,invoke,evoke,,,,,expand:entertain,,是吗
18:31.1,18:32.3,121,O,I,S,Wife_H01_AW,Wife_H01_AW,[所以我就依赖了],Suǒyǐ wǒ jiù yīlàile.,So I rely on him too much.,hostess,self,-ve,judgement,inscribe,,,依赖,,,contract:proclaim,所以,
18:32.3,18:35.4,122,O,I,S,Husband_H01_WH,Husband_H01_WH,[我们家]楼下..楼下就是菜市场,Wǒmen jiā lóu xià.. lóu xià jiùshì cài shìchǎng.,Downstairs of our building.. there is a wet market.,hostess,,,,,,,,,,,,
18:35.4,18:39.7,123,,I,S,Hostess_H01,Hostess_H01,她刚才说了..就是这么多年..她被你照顾得习惯了,Tā gāngcái shuōle.. jiùshì zhème duōnián.. tā bèi nǐ zhàogù dé xíguànle.,What she said just now is that.. in these years.. she was used to being taken care of by you.,husband,,,,,,,,,,,,
18:39.7,18:42.0,123,,,,,Hostess_H01,突然不跟从前一样了,Túrán bù gēncóng qián yīyàngle.,Suddenly the situation has changed.,husband,,,,,,,,,,,,
18:42.0,18:43.0,124,,I,S,Husband_H01_WH,Husband_H01_WH,一样的,Yīyàng de.,It's the same.,hostess,self,+ve,judgement,invoke,contrast,,一样,,,monoglossic,,
18:43.0,18:45.4,124,,,,,Husband_H01_WH,她自己的心态不一样,Tā zìjǐ de xīntài bù yīyàng.,It's her own mentality that is different.,hostess,antagonist,-ve,judgement,invoke,denial,,不,,,monoglossic,,
18:46.7,18:51.0,125,,,,Hostess_H01,Hostess_H01,跟她结婚这么多年来..她是以一种什么样的状态在生活着,gēn tā jiéhūn zhème duōnián lái.. tā shì yǐ yī zhǒng shénme yàng de zhuàngtài zài shēnghuózhe,In so many years of marriage.. with what kind of mentality that she's been living,husband,,,,,,,,,,,,
18:51.0,18:54.3,126,,,,Husband_H01_WH,Husband_H01_WH,她什么事对我的依赖很严重,Tā shénme shì duì wǒ de yīlài hěn yánzhòng.,She is very dependent on me whatever happens,hostess,antagonist,-ve,judgement,inscribe,,,依赖,up:isolated,很严重,monoglossic,,
18:54.3,18:55.6,127,,I,S,Hostess_H01,Hostess_H01,很依赖的那种,Hěn yīlài dì nà zhǒng,The sort of extremely dependent,husband,,,,,,,,,,,,
18:55.6,18:57.0,128,,,,Husband_H01_WH,Husband_H01_WH,很依赖,Hěn yīlài.,Extremely dependent,hostess,antagonist,-ve,judgement,inscribe,,,依赖,up:isolated,很,monoglossic,,
18:57.0,19:00.0,128,,,,,Husband_H01_WH,所以说她现在..这个心态就是这个样,Suǒyǐ shuō tā xiànzài.. zhège xīntài jiùshì zhège yàng.,So that's to say now.. her mentality is like this,hostess,antagonist,-ve,judgement,invoke,proclaim,,所以,,,contract:proclaim,所以,
19:00.0,19:02.8,128,,,,,Husband_H01_WH,心智不是很成熟的那一种,Xīnzhì bùshì hěn chéngshú dì nà yī zhǒng.,She is not quite mentally mature,hostess,antagonist,-ve,judgement,inscribe,,,不成熟,down:isolated,不很,expand:entertain,那一种,
19:02.8,19:05.4,128,,,,,Husband_H01_WH,很害怕失去,Hěn hàipà shīqù.,She is very afraid of losing,hostess,antagonist,-ve,judgement,invoke,attitudinal token,observed,害怕,up:isolated,很,monoglossic,,
19:05.4,19:06.7,128,,,,,Husband_H01_WH,我也理解,Wǒ yě lǐjiě.,I also understand that,hostess,self,+ve,judgement,invoke,evoke,,理解,,,monoglossic,,
19:07.5,19:10.8,129,,,,Wife_H01_AW,Wife_H01_AW,但是一个家庭两个都不是一条心,Dànshì yīgè jiātíng liǎng gè dōu bùshì yītiáoxīn..,But in a family if the couple don't have a united heart,antagonist,antagonist,-ve,judgement,inscribe,,,不一条心,,,contract:disclaim,但是,
19:10.8,19:12.5,129,,,,,Wife_H01_AW,怎么过日子,zěnme guòrìzi,How can they continue their relationship,antagonist,antagonist,-ve,judgement,invoke,rhetorical question,,怎么,,,contract:proclaim,怎么,
19:12.5,19:14.4,130,,I,S,Husband_H01_WH,Husband_H01_WH,你说你每次生病,Nǐ shuō nǐ měi cì shēngbìng.,You tell whenever you are sick,antagonist,,,,,,,,,,,,
19:14.4,19:16.1,130,,,,,Husband_H01_WH,你说你胃不好,Nǐ shuō nǐ wèi bù hǎo.,You tell when your stomach is not good,antagonist,,,,,,,,,,,,
19:16.1,19:19.0,130,,,,,Husband_H01_WH,我马上车班不上了,Wǒ mǎshàng chē bān bù shàngle.,I will stop stop working right away,antagonist,self,+ve,judgement,invoke,denial,,班不上,up:isolated,马上,contract:proclaim,你说(if),
19:19.0,19:20.5,130,,,,,Husband_H01_WH,马上把车开回来,Mǎshàng bǎ chē kāi huílái.,I will immediately drive the car back home,antagonist,self,+ve,judgement,invoke,evoke,,车开回来,up:isolated,马上,monoglossic,,
19:20.5,19:21.5,130,O,,,,Husband_H01_WH,停着[马上],Tíngzhe mǎshàng.,I will stop driving right away,antagonist,self,+ve,judgement,invoke,evoke,,停,up:isolated,马上,monoglossic,,
19:21.4,19:23.8,131,O,I,S,Wife_H01_AW,Wife_H01_AW,[你做的]事我没有否认,Nǐ zuò de shì wǒ méiyǒu fǒurèn.,I have not denied what you have done,antagonist,self,+ve,judgement,invoke,denial,,没有,,,monoglossic,,
19:23.8,19:25.6,131,,,,,Wife_H01_AW,但是你不好的一面,Dànshì nǐ bù hǎo de yīmiàn.,But your bad side,antagonist,antagonist,-ve,judgement,inscribe,counter-expectancy,,但是,,,contract:disclaim,但是,
19:25.6,19:28.0,132,O,I,S,Husband_H01_WH,Husband_H01_WH,那你能不能看我做出贡献的一面啊,Nà nǐ néng bùnéng kàn wǒ zuò chū gòngxiàn de yīmiàn a,Then can’t you see the side of my contribution,antagonist,antagonist,-ve,judgement,invoke,rhetorical question,,能不能,,,contract:proclaim,,啊
19:28.0,19:31.5,133,O,I,S,Wife_H01_AW,Wife_H01_AW,夫妻感情就是靠这些来维持,Fūqī gǎnqíng jiùshì kào zhèxiē lái wéichí.,A marital relationship is maintained by these,antagonist,antagonist,-ve,judgement,invoke,proclaim,,就,,,contract:proclaim,就,
19:31.5,19:34.6,134,,I,S,Husband_H01_WH,Husband_H01_WH,夫妻感情不是靠这个维持靠什么维持啊,Fūqī gǎnqíng bùshì kào zhège wéichí kào shénme wéichí a,If a marital relationship isn't maintained by these then by what,antagonist,antagonist,-ve,judgement,invoke,rhetorical question,,不是……,,,contract:proclaim,不是……,啊
19:34.6,19:36.8,134,,,,,Husband_H01_WH,你跟我闹了一年我就,Nǐ gēn wǒ nàole yī nián wǒ jiù.,You quarrelled with me for a year and I,antagonist,antagonist,-ve,judgement,inscribe,,,闹,up:isolated,一年,monoglossic,,
19:36.8,19:40.5,134,,,,,Husband_H01_WH,那要离婚不是很简单的一件事吗,Nà yào líhūn bùshì hěn jiǎndān de yī jiàn shì ma,Isn't it a very simple matter to get a divorce,antagonist,self,+ve,judgement,invoke,rhetorical question,,不是……,,,contract:proclaim,不是……,吗
19:41.4,19:42.8,135,,,,Wife_H01_AW,Wife_H01_AW,那你去离,Nà nǐ qù lí.,Then you go to get a divorce.,antagonist,antagonist,-ve,judgement,invoke,directive,,,,,monoglossic,,
19:42.8,19:44.1,135,O,,,,Wife_H01_AW,你去[起诉],Nǐ qù qǐsù.,You go to sue me in the court.,antagonist,antagonist,-ve,judgement,invoke,directive,,,,,monoglossic,,
19:44.0,19:45.6,136,O,I,S,Husband_H01_WH,Husband_H01_WH,[那我]到这儿来干啥啊,Nà wǒ dào zhè'er lái gàn shà a,Then what's the point for me to come to this mediation,antagonist,antagonist,-ve,judgement,invoke,rhetorical question,,啊,,,contract:proclaim,啊,啊
19:46.4,19:48.4,136,,,,,Husband_H01_WH,人总得讲道理..对吧,Rén zǒngdé jiǎng dàolǐ.. duì ba,People should do things with justifications..is that right,antagonist,antagonist,-ve,judgement,invoke,directive,,,,,expand:entertain,总,对吧
19:48.4,20:11.7,136,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,
20:11.7,20:14.8,137,,,,M_Bai_H01,M_Bai_H01,唐女士..我不认为你是在胡搅蛮缠,Táng nǚshì.. wǒ bù rènwéi nǐ shì zài hújiǎománchán.,Ms. Tang.. I don't think you're being mad.,wife,wife,+ve,judgement,invoke,denial,,不,up:infused,,expand:entertain,认为,
20:14.8,20:17.4,137,,,,,M_Bai_H01,我也不认为你是在无理取闹,Wǒ yě bù rènwéi nǐ shì zài wúlǐqǔnào.,I don't think you're making a fuss.. either.,wife,wife,+ve,judgement,invoke,denial,,不,up:infused,,expand:entertain,认为,
20:17.4,20:27.0,137,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,
20:27.0,20:29.4,138,,,,M_Bai_H01,M_Bai_H01,郭先生..我来给您解释一下,guō xiānshēng.. wǒ lái gěi nín jiěshì yīxià.,Mr. Guo.. let me explain it to you.,husband,,,,,,,,,,expand:entertain,解释,
20:29.4,20:34.0,138,,,,,M_Bai_H01,她所有的痛苦和恐惧都是非常真实的,Tā suǒyǒu de tòngkǔ hé kǒngjù dōu shì fēicháng zhēnshí de.,All her pain and fear are very real.,husband,wife,+ve,judgement,invoke,attitudinal token,observed,痛苦,up:isolated,,contract:proclaim,是……的,
20:37.0,20:42.7,138,,,,,M_Bai_H01,我们每一个人的此时此刻..其实都带着我们成长的痕迹,Wǒmen měi yīgè rén de cǐ shí cǐkè.. qíshí dōu dàizhe wǒmen chéngzhǎng de hénjī.,Every one of us.. at the current moment.. is actually carrying traces of our growth.,husband,,,,,,,,,,contract:proclaim,,
20:42.7,20:47.2,138,,,,,M_Bai_H01,在整个的描述过程当中..我只看到了一件事,Zài zhěnggè de miáoshù guòchéng dāngzhōng.. wǒ zhǐ kàn dàole yī jiàn shì.,Throughout the description.. I only see one thing.,husband,,,,,,,,,,contract:proclaim,,
20:47.2,20:50.0,138,,,,,M_Bai_H01,就是她在逼你把她抛弃,Jiùshì tā zài bī nǐ bǎ tā pāoqì.,That is she is forcing you to abandon her.,husband,wife,-ve,judgement,invoke,up-scaling,,逼,up:infused,,contract:proclaim,就,
20:50.0,20:51.0,139,,,,Husband_H01_WH,Husband_H01_WH,对,Duì.,That's right.,mediator,,,,,,,,,,,,
20:51.0,20:57.9,140,,,,M_Bai_H01,M_Bai_H01,她为什么要做这么一件她最害怕和最不愿意看到的一个结果,Tā wèishéme yào zuò zhème yī jiàn tā zuì hàipà hé zuì bù yuànyì kàn dào de yīgè jiéguǒ,Why does she have to do such a thing that she is most afraid of and most unwilling to see,husband,,,,,,,,,,,,
20:57.9,21:04.5,140,,,,,M_Bai_H01,是因为在她那么早年的时候丧母,Shì yīnwèi zài tā nàme zǎonián de shíhòu sàng mǔ.,It was because she lost her mother so early.,husband,wife,-ve,affect,inscribe,,,,up:isolated,,contract:proclaim,,
21:04.5,21:10.7,140,,,,,M_Bai_H01,对于孩子来说..父母的离世等同于被抛弃,Duìyú háizi lái shuō.. fùmǔ de líshì děngtóng yú bèi pāoqì.,For children.. the death of a parent is equivalent to being abandoned.,husband,people (generic),-ve,affect,inscribe,,,,,,expand:entertain,,
21:10.7,21:16.1,140,,,,,M_Bai_H01,她分不清楚死亡导致的分离还是抛弃导致的分离,Tā fēn bù qīngchǔ sǐwáng dǎozhì de fēnlí háishì pāoqì dǎozhì de fēnlí.,She couldn't tell whether it's a separation caused by death or a separation caused by abandonment.,husband,people (generic),-ve,judgement,invoke,evoke,,,,,,,
21:16.1,21:20.8,140,,,,,M_Bai_H01,因为对于..这个..这个感觉在..对于孩子来说是一样的,Yīnwèi duìyú.. zhège.. zhège gǎnjué zài.. duìyú háizi lái shuō shì yīyàng de.,Because for this.. this.. this feeling is the same for children.,husband,,,,,,,,,,expand:entertain,,
21:20.8,21:29.0,140,,,,,M_Bai_H01,所以在她的心目当中..她的人生的结局就是被抛弃,Suǒyǐ zài tā de xīnmù dāngzhōng.. tā de rénshēng de jiéjú jiùshì bèi pāoqì.,So in her mind.. the destiny of her life is to be abandoned.,husband,people (generic),-ve,affect,inscribe,,,,,,expand:entertain,,
21:29.0,21:32.2,140,,,,,M_Bai_H01,被她最爱的人抛弃就是她的宿命,Bèi tā zuì ài de rén pāoqì jiùshì tā de sùmìng.,Being abandoned by her love is her fate.,husband,people (generic),-ve,affect,invoke,evoke,,,,,,,
21:34.9,21:42.2,140,,,,,M_Bai_H01,一个乞丐..一下子你给他一万块钱..搁在他手上的时候..他不敢拿,Yīgè qǐgài.. yīxià zi nǐ gěi tā yī wàn kuài qián.. gē zài tā shǒu shàng de shíhòu.. tā bù gǎn ná.,A beggar.. once you give him ten thousand dollars.. put the money in his hand.. he doesn't dare to take it.,husband,people (generic),-ve,judgement,invoke,metaphor,,,,,contract:proclaim,,
21:42.2,21:44.6,140,,,,,M_Bai_H01,因为他认为他不配,Yīnwèi tā rènwéi tā bùpèi.,Because he thinks that he is not worthy.,husband,,,,,,,,,,,,
21:44.6,21:48.9,140,,,,,M_Bai_H01,有什么事需要我来去偿还,Yǒu shé me shì xūyào wǒ lái qù chánghuán,Is there anything I need to pay for,husband,people (generic),-ve,judgement,invoke,attribution,,,,,,,
21:48.9,21:50.8,140,,,,,M_Bai_H01,还是你要骗我干什么,Háishì nǐ yào piàn wǒ gàn shénme,Or do you want to cheat me to do something,husband,,,,,,,,,,,,
21:50.8,21:52.0,140,,,,,M_Bai_H01,还是你要伤害我,Háishì nǐ yào shānghài wǒ,Or do you want to hurt me,husband,,,,,,,,,,,,
21:52.0,21:56.2,140,,,,,M_Bai_H01,否则的话..你为什么会平白无故地会给我一万块钱,Fǒuzé dehuà.. nǐ wèishéme huì píngbái wúgù dì huì gěi wǒ yī wàn kuài qián,Otherwise.. why do you give me ten thousand dollars for no reason,husband,,,,,,,,,,,,
21:56.2,22:02.7,140,,,,,M_Bai_H01,所以您没有发现吗无论您做得如何如何的好..最终的结果都只有一个,Suǒyǐ nín méiyǒu fāxiàn ma Wúlùn nín zuò dé rúhé rúhé de hǎo.. zuìzhōng de jiéguǒ dōu zhǐyǒu yīgè.,So can't you see it No matter how good you are.. there is only one result.,husband,wife,-ve,judgement,invoke,up-scaling,,,up:isolated,,contract:proclaim,,
22:02.7,22:07.5,140,,,,,M_Bai_H01,就是你这点做得好..那是你聪明,Jiùshì nǐ zhè diǎn zuò dé hǎo.. nà shì nǐ cōngmíng.,That is.. if you do this well.. it is because you are smart.,husband,wife,-ve,judgement,invoke,attribution,,,,,,,
22:07.5,22:11.2,140,,,,,M_Bai_H01,你那点做得好..那是你机警狡猾,Nǐ nà diǎn zuò dé hǎo.. nà shì nǐ jījǐng jiǎohuá.,If you do that well.. it is because you are a cunning person.,husband,wife,-ve,judgement,inscribe,attribution,,,,,,,
22:11.2,22:18.1,140,,,,,M_Bai_H01,所有的好..她都去以一种阴谋论的方式来去进行了一个理解,Suǒyǒu de hǎo.. tā dōu qù yǐ yī zhǒng yīnmóu lùn de fāngshì lái qù jìnxíngle yīgè lǐjiě.,All your goodness.. she will interpret it with a conspiracy theory.,husband,wife,-ve,judgement,inscribe,,,,up:isolated,,,,
22:18.1,22:18.9,140,,,,,M_Bai_H01,为什么,Wèishéme,why,husband,,,,,,,,,,,,
22:18.9,22:21.7,140,,,,,M_Bai_H01,因为她不敢相信那是真的好,Yīnwèi tā bù gǎn xiāngxìn nà shì zhēn de hǎo.,Because she can't believe it's real goodness.,husband,wife,-ve,judgement,invoke,proclaim,,,,,contract:proclaim,因为,
22:21.7,22:26.1,140,,,,,M_Bai_H01,因为她一旦相信那是真的好..她的宿命将会被改写,Yīnwèi tā yīdàn xiāngxìn nà shì zhēn de hǎo.. tā de sùmìng jiāng huì bèi gǎixiě.,Because once she believes that it is real goodness.. her fate will be rewritten.,husband,,,,,,,,,,contract:proclaim,,
22:26.1,22:31.9,140,,,,,M_Bai_H01,可是那是她现在的心里力量所无法去面对和承受的,Kěshì nà shì tā xiànzài de xīnlǐ lìliàng suǒ wúfǎ qù miàn duì hé chéngshòu de.,But that is what she can't face and endure with her inner power at the current stage.,husband,wife,-ve,judgement,inscribe,,,,,,contract:disclaim,可是,
22:31.9,22:35.5,140,,,,,M_Bai_H01,所以唐女士让我特别地心疼,Suǒyǐ táng nǚshì ràng wǒ tèbié dì xīnténg.,So I feel particulary sorry for Ms. Tang.,husband,self,-ve,affect,inscribe,,,,up:isolated,,contract:proclaim,,
22:35.5,22:39.5,140,,,,,M_Bai_H01,她在通过反复地刺激自己的丈夫..,Tā zài tōngguò fǎnfù dì cìjī zìjǐ de zhàngfū..,She repeatedly stimulates her husband..,husband,wife,-ve,judgement,invoke,up-scaling,,,up:isolated,,,,
22:39.5,22:45.3,140,,,,,M_Bai_H01,来确认我的丈夫无论我怎样对他不好..,lái quèrèn wǒ de zhàngfū wúlùn wǒ zěnyàng duì tā bù hǎo..,To confirm that my husband.. no matter how bad I am to him,husband,,,,,,,,,,,,
22:45.3,22:47.2,140,,,,,M_Bai_H01,他都不会离开我,tā dōu bù huì líkāi wǒ.,He will not leave me.,husband,,,,,,,,,,,,
22:47.2,22:52.3,140,,,,,M_Bai_H01,才能够让自己感受到我是被爱的,Cái nénggòu ràng zìjǐ gǎnshòu dào wǒ shì bèi ài de.,Only then can I feel that I am loved.,husband,,,,,,,,,,,,
22:52.3,22:56.9,140,,,,,M_Bai_H01,但是..唐女士你忽略了一个问题,Dànshì.. táng nǚshì nǐ hūlüèle yīgè wèntí.,However.. Ms. Tang.. you have overlooked a problem.,wife,wife,-ve,judgement,inscribe,,,,,,contract:disclaim,但是,
22:56.9,23:02.4,140,,,,,M_Bai_H01,人都有力所不能及的那个底线,Rén dōu yǒulì suǒ bùnéng jí dì nàgè dǐxiàn.,There is always a limit to someone's tolerance.,wife,,,,,,,,,,,,
23:02.4,23:06.4,140,,,,,M_Bai_H01,你有没有想过..他..还能扛多久,Nǐ yǒu méiyǒu xiǎngguò.. tā.. hái néng káng duōjiǔ,Have you ever wondered.. he.. how long can he hold on,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
23:06.4,23:08.4,140,,,,,M_Bai_H01,他为什么不离婚,Tā wèishéme bù líhūn,Why doesn't he divorce,wife,,,,,,,,,,,,
23:08.4,23:12.9,140,,,,,M_Bai_H01,那个答案就是这个男人他没想跟你离婚,Nàgè dá'àn jiùshì zhège nánrén tā méi xiǎng gēn nǐ líhūn.,The answer is that this man.. he doesn't want to divorce you.,wife,husband,+ve,judgement,invoke,proclaim,,,,,contract:proclaim,答案就是,
23:12.9,23:14.5,140,,,,,M_Bai_H01,他愿意跟你白头到老,Tā yuànyì gēn nǐ báitóu dào lǎo.,He is willing to grow old with you.,wife,husband,+ve,judgement,invoke,evoke,,,up:infused,,,,
23:14.5,23:16.1,140,,,,,M_Bai_H01,但是你不相信,Dànshì nǐ bù xiāngxìn.,But you don't believe it.,wife,wife,-ve,judgement,invoke,denial,,,,,contract:disclaim,但是,
23:16.1,23:23.9,140,,,,,M_Bai_H01,当一个东西你不相信的时候..别人再如何去证明都是没有任何的意义的,Dāng yīgè dōngxī nǐ bù xiāngxìn de shíhòu.. biérén zài rúhé qù zhèngmíng dōu shì méiyǒu rènhé de yìyì de.,When there is one thing that you don’t believe in.. there’s no point for other people to prove it.,wife,wife,-ve,judgement,invoke,denial,,,,,contract:proclaim,,
23:23.9,23:27.5,140,,,,,M_Bai_H01,我们可以叫醒一个真正沉睡的人..,Wǒmen kěyǐ jiào xǐng yīgè zhēnzhèng chénshuì de rén..,It's always possible to wake someone from sleep.. ,wife,people (generic),-ve,judgement,invoke,metaphor,,,,,,,
23:27.5,23:30.6,140,,,,,M_Bai_H01,但我们无法叫醒一个装睡的人,dàn wǒmen wúfǎ jiào xǐng yīgè zhuāng shuì de rén.,but impossible to wake someone who is pretending to be asleep.,wife,,,,,,,,,,contract:disclaim,,
23:30.6,23:37.2,140,,,,,M_Bai_H01,你先生无论怎样往好丈夫的方向上去努力去做..,Nǐ xiānshēng wúlùn zěnyàng wǎng hǎo zhàngfū de fāngxiàng shàngqù nǔlì qù zuò..,No matter how hard your husband tries to be a good husband..,wife,,,,,,,,,,,,
23:37.2,23:40.5,140,,,,,M_Bai_H01,也不能带给你的安全感,yě bùnéng dài gěi nǐ de ānquán gǎn.,he can't bring you a sense of security.,wife,wife,-ve,judgement,invoke,up-scaling,,,up:isolated,,contract:disclaim,,
23:40.5,23:45.8,140,,,,,M_Bai_H01,安全感这个东西..一定不来源于外在的给予,Ānquán gǎn zhège dōngxī.. yīdìng bù láiyuán yú wài zài de jǐyǔ.,The sense of security must not be derived from the external.,wife,,,,,,,,,,contract:proclaim,,
23:45.8,23:50.8,140,,,,,M_Bai_H01,安全感是自己内心的一种体验..是一种心理力量,Ānquán gǎn shì zìjǐ nèixīn de yī zhǒng tǐyàn.. shì yī zhǒng xīnlǐ lìliàng.,The sense of security is an experience in one's own heart and is a psychological force.,wife,wife,-ve,judgement,invoke,denial,,,,,,,
23:50.8,23:58.9,140,,,,,M_Bai_H01,我真心地希望..您能对自己的内在有一个重新的建构,Wǒ zhēnxīn dì xīwàng.. nín néng duì zìjǐ de nèizài yǒu yīgè chóngxīn de jiàngòu.,I sincerely hope that you can reconstruct your inner self.,wife,self,+ve,affect,inscribe,,,,,,expand:entertain,,
24:01.9,24:06.2,141,,,,M_Wu_H01,M_Wu_H01,郭先生..妻子为什么对你抓狂,Guō xiānshēng.. qīzi wèishéme duì nǐ zhuā kuáng,Mr. Guo.. why does your wife get mad at you,husband,,,,,,,,,,,,
24:06.2,24:08.6,141,,,,,M_Wu_H01,我想恐怕是因为一个词,Wǒ xiǎng kǒngpà shì yīn wéi yīgè cí.,I think I am afraid it's because of a word.,husband,,,,,,,,,,expand:entertain,,
24:08.6,24:10.0,141,,,,,M_Wu_H01,叫做暧昧,Jiàozuò àimèi.,It is called flirtationship.,husband,husband,-ve,judgement,inscribe,,,,,,expand:entertain,,
24:10.0,24:14.2,141,,,,,M_Wu_H01,您也说到..你说我就是那个大大咧咧的,Nín yě shuō dào.. nǐ shuō wǒ jiùshì nàgè dàdaliēliě de.,You also said that you said that I was a carefree person.,husband,husband,-ve,judgement,invoke,attribution,,,,,,,
24:14.2,24:16.4,141,,,,,M_Wu_H01,我比较随意随性的一个人,Wǒ bǐjiào suíyì suí xìng de yīgè rén.,I am a fairly casual person.,husband,,,,,,,,,,,,
24:16.4,24:22.0,141,,,,,M_Wu_H01,是她可能格外介意的是比如说兴趣陈旧..,Shì. Tā kěnéng géwài jièyì de shì bǐrú shuō xìngqù chénjiù..,Yes. What she may be particularly concerned with is your poor interests.. for example..,husband,husband,-ve,judgement,inscribe,,,,,,expand:entertain,,
24:22.0,24:23.5,141,,,,,M_Wu_H01,品味低下,pǐnwèi dīxià.,bad taste.,husband,husband,-ve,judgement,inscribe,,,,,,,,
24:23.5,24:27.8,141,,,,,M_Wu_H01,这符合当今比较流行的一个词..叫做油腻,Zhè fúhé dāngjīn bǐjiào liúxíng de yīgè cí.. jiàozuò yóunì.,This is in line with a popular word nowadays.. it's called greasy.,husband,husband,-ve,judgement,invoke,evoke,,,,,,,
24:27.8,24:33.8,141,,,,,M_Wu_H01,那么可不可以为了她..去开始稍微地调整一下自己,Nàme kěbù kěyǐ wéi le tā.. qù kāishǐ shāowéi dì tiáozhěng yīxià zìjǐ.,Can you start to adjust yourself slightly for her,husband,husband,-ve,judgement,invoke,directive,,,down:isolated,,expand:entertain,,
24:33.8,24:39.5,141,,,,,M_Wu_H01,学会对待她所介意的那份情感..认真一些,Xuéhuì duìdài tā suǒ jièyì dì nà fèn qínggǎn.. rènzhēn yīxiē.,Learn to treat the emotions that she cares about.. more carefully.,husband,husband,-ve,judgement,invoke,directive,,,down:isolated,,,,
24:39.5,24:40.6,141,,,,,M_Wu_H01,严肃一些,Yánsù yīxiē.,more seriously.,husband,,,,,,,,,,,,
24:40.6,24:46.9,141,,,,,M_Wu_H01,如果过了度..暧昧、油腻..有多迷人..就有多伤人,Rúguǒguòle dù.. àimèi.. yóunì.. yǒu duō mírén.. jiù yǒu duō shāng rén.,If you cross the line.. flirtation.. greasy.. it's attrative.. at the same time hurting.,husband,man (generic),-ve,judgement,inscribe,,,,,,contract:proclaim,,
24:46.9,24:50.6,141,,,,,M_Wu_H01,因为您的妻子她就是容易受伤的女人,Yīnwèi nín de qīzi tā jiùshì róngyì shòushāng de nǚrén.,Because your wife.. she is a woman who is easily injured.,husband,wife,-ve,judgement,inscribe,,,,,,contract:proclaim,,
